eQTL_id,gene,tissue,distance_tss,lead_variant,beta,permutation_p,bh_permutation_p,discovery,consequence,lead_variant_type,lead_sv,lead_sv_caviar_prob,lead_sv_caviar_rank,h_sv,h_b,h_cis,sv_h_frac,composite
ENSG00000160439.11|Whole_Blood,ENSG00000160439.11,Whole_Blood,-105675,LUMPY_DUP_179613,-0.649077,0.000760901,0.0453260525513784,SV,NONCODING,SV,LUMPY_DUP_179613,1.22288e-09,101,0.0314822,0.523608,0.55509,0.0567155,3.8499e-11
ENSG00000160844.6|Artery_Tibial,ENSG00000160844.6,Artery_Tibial,739490,LUMPY_BND_162921_1,0.747739,0.000461193,0.0416711269347826,SV,NONCODING,SV,LUMPY_BND_162921_1,0.227129,1,0.105066,0.240709,0.345775,0.303857,0.0238635
ENSG00000160948.9|Artery_Tibial,ENSG00000160948.9,Artery_Tibial,-6398,LUMPY_DEL_168999,0.678212,2.78472e-10,1.4069421088e-07,SV,NONCODING,SV,LUMPY_DEL_168999,0.999907,1,0.329301,0.039521,0.368822,0.892845,0.32927
ENSG00000160948.9|Muscle_Skeletal,ENSG00000160948.9,Muscle_Skeletal,-6398,LUMPY_DEL_168999,0.838904,2.86441e-15,3.08236556090909e-12,SV,NONCODING,SV,LUMPY_DEL_168999,0.828763,1,0.461382,0.005123,0.466505,0.989018,0.382376
ENSG00000160948.9|Nerve_Tibial,ENSG00000160948.9,Nerve_Tibial,-6398,LUMPY_DEL_168999,0.834604,1.9532e-07,8.92742613333333e-05,SV,NONCODING,SV,LUMPY_DEL_168999,0.00283831,3,0.252844,0.036467,0.289311,0.873952,0.00071765
ENSG00000160948.9|Whole_Blood,ENSG00000160948.9,Whole_Blood,-6398,LUMPY_DEL_168999,0.798878,1.05212e-13,5.001357632e-11,SV,NONCODING,SV,LUMPY_DEL_168999,6.48637e-07,2,,,,,
ENSG00000160963.9|Lung,ENSG00000160963.9,Lung,-2306,LUMPY_MEI_162935,0.498006,0.000353308,0.0270758063243243,SV,NONCODING,SV,LUMPY_MEI_162935,0.00171025,101,0.0826027,0.179987,0.26259,0.314569,0.000141271
ENSG00000161016.11|Adipose_Subcutaneous,ENSG00000161016.11,Adipose_Subcutaneous,39086,LUMPY_DEL_169016,-0.427771,1.15972e-06,0.000263020564745763,SV,NONCODING,SV,LUMPY_DEL_169016,0.00316499,71,,,,,
ENSG00000161016.11|Artery_Tibial,ENSG00000161016.11,Artery_Tibial,39086,LUMPY_DEL_169016,-0.335584,6.37614e-06,0.00103926914588235,SV,NONCODING,SV,LUMPY_DEL_169016,0.00330486,41,,,,,
ENSG00000161016.11|Lung,ENSG00000161016.11,Lung,39086,LUMPY_DEL_169016,-0.372407,0.000408408,0.0307989596808511,SV,NONCODING,SV,LUMPY_DEL_169016,0.000967137,88,0.109346,-0.022448,0.109347,0.999991,0.000105753
ENSG00000161016.11|Muscle_Skeletal,ENSG00000161016.11,Muscle_Skeletal,24974,LUMPY_DEL_169014,-0.38019,6.55465e-06,0.00104144150402685,SV,NONCODING,SV,LUMPY_DEL_169014,0.000346727,97,0.137658,0.076741,0.214399,0.642065,4.77297e-05
ENSG00000161016.11|Thyroid,ENSG00000161016.11,Thyroid,39086,LUMPY_DEL_169016,-0.479538,0.000116333,0.0127346159105058,SV,NONCODING,SV,LUMPY_DEL_169016,0.0151847,15,0.149439,-0.03508,0.14944,0.999993,0.00226919
ENSG00000161016.11|Whole_Blood,ENSG00000161016.11,Whole_Blood,39086,LUMPY_DEL_169016,-0.140907,9.25188e-05,0.00793858064404332,SV,NONCODING,SV,LUMPY_DEL_169016,0.00317263,54,0.123117,-0.025523,0.123118,0.999992,0.000390605
ENSG00000161021.7|Whole_Blood,ENSG00000161021.7,Whole_Blood,-102958,LUMPY_DUP_182110,-0.199593,0.00203213,0.0977726029149798,SV,NONCODING,SV,LUMPY_DUP_182110,0.0558685,1,0.0762212,0.25753,0.333751,0.228377,0.00425836
ENSG00000161202.13|Cells_Transformed_fibroblasts,ENSG00000161202.13,Cells_Transformed_fibroblasts,3685,LUMPY_DEL_143785,0.163514,0.00201935,0.077161461525974,SV,NONCODING,SV,LUMPY_DEL_143785,0.030305,5,0.10738,0.41063,0.51801,0.207293,0.00325415
ENSG00000161326.8|Artery_Tibial,ENSG00000161326.8,Artery_Tibial,-91169,LUMPY_DEL_122412,0.39816,0.000305467,0.0296409962879377,SV,NONCODING,SV,LUMPY_DEL_122412,0.00418744,55,0.0602432,0.249993,0.310236,0.194185,0.000252265
ENSG00000161326.8|Muscle_Skeletal,ENSG00000161326.8,Muscle_Skeletal,-97576,LUMPY_BND_188529_1,0.525987,0.000419926,0.0339294475221843,SV,NONCODING,SV,LUMPY_BND_188529_1,0.029531,5,0.099244,0.140604,0.239848,0.413779,0.00293077
ENSG00000161326.8|Whole_Blood,ENSG00000161326.8,Whole_Blood,-91169,LUMPY_DEL_122412,0.583037,5.16844e-06,0.000608378435643564,SV,NONCODING,SV,LUMPY_DEL_122412,0.0332524,9,0.116585,0.090637,0.207222,0.562609,0.00387673
ENSG00000161328.10|Nerve_Tibial,ENSG00000161328.10,Nerve_Tibial,-62037,LUMPY_DUP_176951,-0.846175,0.000397399,0.0461791109152542,SV,NONCODING,SV,LUMPY_DUP_176951,0.00145225,63,0.0810005,0.156061,0.237062,0.341686,0.000117633
ENSG00000161542.12|Esophagus_Mucosa,ENSG00000161542.12,Esophagus_Mucosa,11227,LUMPY_DEL_123341,0.483784,0.000164685,0.0172065576734694,SV,NONCODING,SV,LUMPY_DEL_123341,0.00663146,19,0.105129,0.366216,0.471345,0.22304,0.000697159
ENSG00000161981.6|Whole_Blood,ENSG00000161981.6,Whole_Blood,104479,LUMPY_DEL_119207,0.691363,0.00205828,0.098432996056338,SV,NONCODING,SV,LUMPY_DEL_119207,0.03823,4,0.0987078,0.243373,0.342081,0.288551,0.0037736
ENSG00000162039.10|Thyroid,ENSG00000162039.10,Thyroid,762771,GS_MIXED_CNV_16_2697066_2700114,-0.46248,0.000815987,0.0596263955090909,SV,NONCODING,SV,GS_MIXED_CNV_16_2697066_2700114,0.0591814,3,0.112813,0.108832,0.221645,0.508981,0.00667643
ENSG00000162461.7|Artery_Tibial,ENSG00000162461.7,Artery_Tibial,904686,GS_DUP_CNV_1_16967586_16972275,-0.102852,0.00100135,0.0711443484330484,SV,NONCODING,SV,GS_DUP_CNV_1_16967586_16972275,0.00659714,6,0.0524822,0.553238,0.60572,0.0866443,0.000346232
ENSG00000162545.5|Thyroid,ENSG00000162545.5,Thyroid,-314976,LUMPY_DEL_94136,0.615135,0.000622583,0.0486531320527778,SV,NONCODING,SV,LUMPY_DEL_94136,0.0497189,8,0.106579,0.180514,0.287093,0.371235,0.00529899
ENSG00000162604.8|Cells_Transformed_fibroblasts,ENSG00000162604.8,Cells_Transformed_fibroblasts,-902757,LUMPY_DUP_176247,0.219251,0.0022798,0.0841096119122257,SV,NONCODING,SV,LUMPY_DUP_176247,0.0450752,5,0.0307996,0.401805,0.432605,0.0711957,0.0013883
ENSG00000162631.14|Lung,ENSG00000162631.14,Lung,-713006,LUMPY_BND_96548_1,0.347804,0.000401705,0.0304554686497326,SV,NONCODING,SV,LUMPY_BND_96548_1,0.000124001,58,0.0726586,0.378708,0.451367,0.160975,9.00974e-06
ENSG00000162639.11|Muscle_Skeletal,ENSG00000162639.11,Muscle_Skeletal,446486,LUMPY_BND_7570_1,-0.960371,0.00176402,0.0981659637558685,SV,NONCODING,SV,LUMPY_BND_7570_1,0.0343168,4,0.0712102,0.13236,0.20357,0.349807,0.00244371
ENSG00000162747.5|Whole_Blood,ENSG00000162747.5,Whole_Blood,-29393,GS_MIXED_CNV_1_161570189_161572360,0.318669,5.68714e-17,3.75477620888889e-14,SV,NONCODING,SV,GS_MIXED_CNV_1_161570189_161572360,1.0,1,0.388541,0.195302,0.583843,0.665489,0.388541
ENSG00000163145.8|Skin_Sun_Exposed_Lower_leg,ENSG00000163145.8,Skin_Sun_Exposed_Lower_leg,-494647,LUMPY_BND_39847_2,-0.430623,0.000410376,0.0447751280318725,SV,NONCODING,SV,LUMPY_BND_39847_2,0.129049,1,0.139809,0.14607,0.285879,0.48905,0.0180422
ENSG00000163218.10|Skin_Sun_Exposed_Lower_leg,ENSG00000163218.10,Skin_Sun_Exposed_Lower_leg,-733577,LUMPY_DEL_97064,-0.381274,0.000782316,0.0746498466062718,SV,NONCODING,SV,LUMPY_DEL_97064,0.00225349,77,0.0974886,0.100147,0.197636,0.493274,0.00021969
ENSG00000163221.7|Skin_Sun_Exposed_Lower_leg,ENSG00000163221.7,Skin_Sun_Exposed_Lower_leg,-577649,GS_DEL_CNV_1_152760486_152770476,0.354625,0.000150929,0.0194701602723005,SV,NONCODING,SV,GS_DEL_CNV_1_152760486_152770476,0.0627844,5,0.201383,0.134845,0.336228,0.598948,0.0126437
ENSG00000163285.7|Nerve_Tibial,ENSG00000163285.7,Nerve_Tibial,76699,LUMPY_DEL_145867,-0.444257,0.000554098,0.0582206266360153,SV,NONCODING,SV,LUMPY_DEL_145867,0.0108597,30,0.140129,0.017604,0.157733,0.888394,0.00152176
ENSG00000163586.5|Nerve_Tibial,ENSG00000163586.5,Nerve_Tibial,2206,LUMPY_BND_130458_1,-1.10868,5.10362e-05,0.00897190223589744,SV,NONCODING,SV,LUMPY_BND_130458_1,1.62586e-06,17,0.0860424,0.459385,0.545427,0.157752,1.39893e-07
ENSG00000163596.12|Muscle_Skeletal,ENSG00000163596.12,Muscle_Skeletal,162385,LUMPY_DEL_133457,0.438583,0.000231222,0.0202780085407407,SV,NONCODING,SV,LUMPY_DEL_133457,0.00053462,101,0.0886605,0.032081,0.120742,0.7343,4.73997e-05
ENSG00000163596.12|Thyroid,ENSG00000163596.12,Thyroid,162385,LUMPY_DEL_133457,0.519492,2.48885e-05,0.0035185335201005,SV,NONCODING,SV,LUMPY_DEL_133457,0.000135979,101,,,,,
ENSG00000163605.10|Cells_Transformed_fibroblasts,ENSG00000163605.10,Cells_Transformed_fibroblasts,17141,LUMPY_DEL_140882,-0.24549,1.15087e-05,0.00101457595730337,SV,NONCODING,SV,LUMPY_DEL_140882,9.9608e-07,101,0.000905854,0.548192,0.549098,0.00164971,9.02303e-10
ENSG00000163605.10|Muscle_Skeletal,ENSG00000163605.10,Muscle_Skeletal,17141,LUMPY_DEL_140882,-0.207426,0.000455216,0.0360427544615385,SV,NONCODING,SV,LUMPY_DEL_140882,0.000561744,101,0.0277699,0.436838,0.464608,0.0597706,1.55996e-05
ENSG00000163681.10|Adipose_Subcutaneous,ENSG00000163681.10,Adipose_Subcutaneous,-218467,LUMPY_BND_140416_1,-0.433247,2.72795e-06,0.000553071196212121,SV,NONCODING,SV,LUMPY_BND_140416_1,0.00142319,59,0.151217,0.085555,0.236772,0.638661,0.000215211
ENSG00000163684.7|Whole_Blood,ENSG00000163684.7,Whole_Blood,-769264,LUMPY_BND_140416_1,-0.715389,0.000571776,0.0359037902902375,SV,NONCODING,SV,LUMPY_BND_140416_1,0.0190758,7,0.0912093,-0.002359,0.0912103,0.999989,0.00173989
ENSG00000163749.13|Cells_Transformed_fibroblasts,ENSG00000163749.13,Cells_Transformed_fibroblasts,5377,LUMPY_BND_60902_1,-0.567792,0.000746757,0.0348118164118812,SV,NONCODING,SV,LUMPY_BND_60902_1,0.0152049,17,0.051131,0.333409,0.38454,0.132967,0.000777442
ENSG00000163815.5|Esophagus_Mucosa,ENSG00000163815.5,Esophagus_Mucosa,978197,LUMPY_DEL_140126,-0.429746,0.000633685,0.0499230311507692,SV,NONCODING,SV,LUMPY_DEL_140126,0.0887349,1,0.120878,0.057185,0.178063,0.67885,0.0107261
ENSG00000163820.10|Cells_Transformed_fibroblasts,ENSG00000163820.10,Cells_Transformed_fibroblasts,8565,LUMPY_DEL_140126,-0.353916,1.03528e-06,0.000117155868461538,SV,NONCODING,SV,LUMPY_DEL_140126,0.197315,2,0.134477,0.254028,0.388505,0.34614,0.0265343
ENSG00000163938.12|Cells_Transformed_fibroblasts,ENSG00000163938.12,Cells_Transformed_fibroblasts,-5000,LUMPY_MEI_140290,-0.160098,0.00191459,0.0739993750738916,SV,NONCODING,SV,LUMPY_MEI_140290,0.0113344,31,0.070171,0.053615,0.123786,0.566873,0.000795346
ENSG00000163938.12|Muscle_Skeletal,ENSG00000163938.12,Muscle_Skeletal,-5000,LUMPY_MEI_140290,-0.190272,0.000731953,0.0522321886445783,SV,NONCODING,SV,LUMPY_MEI_140290,0.00741148,63,-0.01052,0.199873,0.199874,5.00315e-06,0.0
ENSG00000163939.14|Artery_Tibial,ENSG00000163939.14,Artery_Tibial,-9761,LUMPY_MEI_140290,0.264062,5.45333e-06,0.000944410719027778,SV,NONCODING,SV,LUMPY_MEI_140290,0.0113128,26,0.182681,0.016939,0.19962,0.915144,0.00206663
ENSG00000163939.14|Thyroid,ENSG00000163939.14,Thyroid,-9761,LUMPY_MEI_140290,0.507068,3.53515e-07,9.04130681363636e-05,SV,NONCODING,SV,LUMPY_MEI_140290,0.0140723,23,,,,,
ENSG00000163945.11|Cells_Transformed_fibroblasts,ENSG00000163945.11,Cells_Transformed_fibroblasts,32511,LUMPY_DEL_144377,-0.407939,0.000787663,0.0363529641058824,SV,NONCODING,SV,LUMPY_DEL_144377,0.000109566,101,-0.0150857,0.572799,0.5728,1.74581e-06,0.0
ENSG00000163945.11|Skin_Sun_Exposed_Lower_leg,ENSG00000163945.11,Skin_Sun_Exposed_Lower_leg,32511,LUMPY_DEL_144377,-1.09051,1.2049e-10,8.5362162e-08,SV,NONCODING,SV,LUMPY_DEL_144377,3.08924e-12,48,0.0138167,0.4009,0.414717,0.033316,4.26831e-14
ENSG00000163945.11|Thyroid,ENSG00000163945.11,Thyroid,32511,LUMPY_DEL_144377,-0.956674,6.14463e-05,0.00735603726765957,SV,NONCODING,SV,LUMPY_DEL_144377,1.03736e-05,101,-0.01566,0.263402,0.263403,3.79646e-06,0.0
ENSG00000163945.11|Whole_Blood,ENSG00000163945.11,Whole_Blood,32511,LUMPY_DEL_144377,-0.410662,0.000160189,0.0127336861270903,SV,NONCODING,SV,LUMPY_DEL_144377,8.22924e-06,101,-0.0089462,0.877645,0.877646,1.13941e-06,0.0
ENSG00000164045.7|Artery_Tibial,ENSG00000164045.7,Artery_Tibial,142433,LUMPY_BND_53932_1,1.17249,0.000573562,0.0485245294711864,SV,NONCODING,SV,LUMPY_BND_53932_1,7.68653e-08,101,0.0480649,0.113045,0.16111,0.298336,3.69452e-09
ENSG00000164045.7|Cells_Transformed_fibroblasts,ENSG00000164045.7,Cells_Transformed_fibroblasts,142433,LUMPY_BND_53932_1,0.31285,0.000745696,0.0348118164118812,SV,NONCODING,SV,LUMPY_BND_53932_1,0.00046904,101,,,,,
ENSG00000164045.7|Muscle_Skeletal,ENSG00000164045.7,Muscle_Skeletal,142433,LUMPY_BND_53932_1,1.23196,4.10622e-06,0.000684582058309859,SV,NONCODING,SV,LUMPY_BND_53932_1,1.73903e-05,101,0.143817,0.007628,0.151445,0.949632,2.50102e-06
ENSG00000164045.7|Nerve_Tibial,ENSG00000164045.7,Nerve_Tibial,142433,LUMPY_BND_53932_1,1.13347,0.000107799,0.0170883224046243,SV,NONCODING,SV,LUMPY_BND_53932_1,5.3126e-06,101,0.164093,0.002991,0.167084,0.982099,8.7176e-07
ENSG00000164048.9|Artery_Aorta,ENSG00000164048.9,Artery_Aorta,89735,LUMPY_BND_53932_1,1.02998,6.82112e-05,0.0127272867609023,SV,NONCODING,SV,LUMPY_BND_53932_1,1.70111e-07,101,,,,,
ENSG00000164048.9|Artery_Tibial,ENSG00000164048.9,Artery_Tibial,89735,LUMPY_BND_53932_1,1.18903,1.68147e-06,0.000340914624878049,SV,NONCODING,SV,LUMPY_BND_53932_1,7.68199e-06,101,,,,,
ENSG00000164048.9|Cells_Transformed_fibroblasts,ENSG00000164048.9,Cells_Transformed_fibroblasts,89735,LUMPY_BND_53932_1,0.568231,6.7656e-05,0.00488492922699387,SV,NONCODING,SV,LUMPY_BND_53932_1,0.000236141,101,0.082627,0.106962,0.189589,0.435822,1.95116e-05
ENSG00000164048.9|Esophagus_Mucosa,ENSG00000164048.9,Esophagus_Mucosa,89735,LUMPY_BND_53932_1,1.50347,2.45451e-09,1.12197405321429e-06,SV,NONCODING,SV,LUMPY_BND_53932_1,4.14456e-17,101,0.224712,0.087037,0.311749,0.720811,9.31332e-18
ENSG00000164048.9|Esophagus_Muscularis,ENSG00000164048.9,Esophagus_Muscularis,89735,LUMPY_BND_53932_1,0.862912,0.000703754,0.0619751137385159,SV,NONCODING,SV,LUMPY_BND_53932_1,1.87716e-05,101,,,,,
ENSG00000164048.9|Nerve_Tibial,ENSG00000164048.9,Nerve_Tibial,89735,LUMPY_BND_53932_1,1.15771,8.78539e-06,0.0020769873737931,SV,NONCODING,SV,LUMPY_BND_53932_1,2.40699e-16,101,0.147349,0.2134,0.360749,0.408453,3.54668e-17
ENSG00000164048.9|Thyroid,ENSG00000164048.9,Thyroid,89735,LUMPY_BND_53932_1,0.911462,6.67747e-07,0.000159201070771186,SV,NONCODING,SV,LUMPY_BND_53932_1,0.00404272,46,0.154461,0.062068,0.216529,0.71335,0.000624443
ENSG00000164048.9|Whole_Blood,ENSG00000164048.9,Whole_Blood,89735,LUMPY_BND_53932_1,0.713989,5.76321e-05,0.005350780284375,SV,NONCODING,SV,LUMPY_BND_53932_1,5.8798e-07,101,0.0555693,0.056999,0.112568,0.49365,3.26736e-08
ENSG00000164068.11|Thyroid,ENSG00000164068.11,Thyroid,247669,LUMPY_DEL_140227,0.358751,4.34666e-05,0.00553323917556561,SV,NONCODING,SV,LUMPY_DEL_140227,0.00045694,101,,,,,
ENSG00000164078.8|Skin_Sun_Exposed_Lower_leg,ENSG00000164078.8,Skin_Sun_Exposed_Lower_leg,39536,LUMPY_DEL_140227,0.389622,0.001059,0.0912746099371069,SV,NONCODING,SV,LUMPY_DEL_140227,0.0188989,11,,,,,
ENSG00000164096.10|Whole_Blood,ENSG00000164096.10,Whole_Blood,18973,LUMPY_MEI_147847,0.26078,0.00036551,0.0256266716224189,SV,NONCODING,SV,LUMPY_MEI_147847,0.000144233,101,0.0381775,0.110489,0.148667,0.2568,5.50646e-06
ENSG00000164120.9|Whole_Blood,ENSG00000164120.9,Whole_Blood,90001,LUMPY_BND_56750_1,0.359802,0.000768857,0.0455483566567164,SV,NONCODING,SV,LUMPY_BND_56750_1,2.5276e-08,48,0.0205739,0.294747,0.315321,0.0652475,5.20026e-10
ENSG00000164136.12|Cells_Transformed_fibroblasts,ENSG00000164136.12,Cells_Transformed_fibroblasts,-324690,LUMPY_DEL_148431,0.286249,0.000397354,0.0209237549261745,SV,NONCODING,SV,LUMPY_DEL_148431,0.000320064,27,0.115589,0.198346,0.313935,0.368194,3.69959e-05
ENSG00000164136.12|Whole_Blood,ENSG00000164136.12,Whole_Blood,-324690,LUMPY_DEL_148431,-0.490403,1.4077e-07,2.40706572661871e-05,SV,NONCODING,SV,LUMPY_DEL_148431,0.028423,12,0.179438,0.087874,0.267312,0.671268,0.00510017
ENSG00000164142.11|Whole_Blood,ENSG00000164142.11,Whole_Blood,10354,LUMPY_MEI_148723,-0.483182,0.000385284,0.0266672814418605,SV,NONCODING,SV,LUMPY_MEI_148723,0.00322642,101,0.096805,0.000512,0.097317,0.994739,0.000312334
ENSG00000164163.6|Nerve_Tibial,ENSG00000164163.6,Nerve_Tibial,587478,LUMPY_DUP_181614,0.305043,0.000553362,0.0582206266360153,SV,NONCODING,SV,LUMPY_DUP_181614,0.0280605,9,0.051579,0.342909,0.394488,0.130749,0.00144733
ENSG00000164241.9|Adipose_Subcutaneous,ENSG00000164241.9,Adipose_Subcutaneous,49194,LUMPY_DEL_153537,-0.444223,0.00081306,0.0673656709597523,SV,NONCODING,SV,LUMPY_DEL_153537,0.0101788,31,0.0981456,0.180262,0.278408,0.352525,0.000999004
ENSG00000164241.9|Artery_Tibial,ENSG00000164241.9,Artery_Tibial,49194,LUMPY_DEL_153537,-0.828167,1.15576e-06,0.000250629068521739,SV,NONCODING,SV,LUMPY_DEL_153537,0.00422094,10,0.213799,0.026697,0.240496,0.888992,0.000902433
ENSG00000164241.9|Cells_Transformed_fibroblasts,ENSG00000164241.9,Cells_Transformed_fibroblasts,49194,LUMPY_DEL_153537,-0.402173,3.02702e-08,5.31716393731343e-06,SV,NONCODING,SV,LUMPY_DEL_153537,0.11834,2,0.256168,0.050668,0.306836,0.834869,0.0303149
ENSG00000164241.9|Nerve_Tibial,ENSG00000164241.9,Nerve_Tibial,49194,LUMPY_DEL_153537,-0.729388,5.94527e-06,0.00153814230641509,SV,NONCODING,SV,LUMPY_DEL_153537,0.00808963,22,0.307934,0.030131,0.338065,0.910872,0.00249107
ENSG00000164251.4|Muscle_Skeletal,ENSG00000164251.4,Muscle_Skeletal,-839428,LUMPY_BND_65756_1,-1.60367,0.000308363,0.0261655400071685,SV,NONCODING,SV,LUMPY_BND_65756_1,0.0044257,35,0.0316192,0.354578,0.386197,0.0818732,0.000139937
ENSG00000164329.9|Lung,ENSG00000164329.9,Lung,-481677,LUMPY_BND_68019_1,0.449176,0.0009219,0.0588749425675676,SV,NONCODING,SV,LUMPY_BND_68019_1,0.105478,2,0.0706043,0.329428,0.400032,0.176496,0.0074472
ENSG00000164344.11|Cells_Transformed_fibroblasts,ENSG00000164344.11,Cells_Transformed_fibroblasts,-49430,GS_DEL_CNV_4_187093463_187098162,-0.305069,6.3337e-06,0.000610994387704918,SV,NONCODING,SV,GS_DEL_CNV_4_187093463_187098162,8.93134e-05,64,0.067734,0.380147,0.447881,0.151232,6.04955e-06
ENSG00000164344.11|Muscle_Skeletal,ENSG00000164344.11,Muscle_Skeletal,-49430,GS_DEL_CNV_4_187093463_187098162,-0.346738,2.11742e-07,4.43608859115044e-05,SV,NONCODING,SV,GS_DEL_CNV_4_187093463_187098162,2.44242e-05,60,0.124628,0.32644,0.451068,0.276295,3.04394e-06
ENSG00000164393.4|Heart_Left_Ventricle,ENSG00000164393.4,Heart_Left_Ventricle,7366,LUMPY_DEL_156677,-1.06091,0.000593558,0.0907831341052632,SV,NONCODING,SV,LUMPY_DEL_156677,4.93251e-08,101,0.0316632,0.233296,0.264959,0.119502,1.56179e-09
ENSG00000164398.8|Whole_Blood,ENSG00000164398.8,Whole_Blood,-543662,LUMPY_DEL_153653,0.343133,0.000299662,0.0219826123950617,SV,NONCODING,SV,LUMPY_DEL_153653,0.00035923,101,0.046545,0.067205,0.11375,0.409187,1.67204e-05
ENSG00000164440.10|Cells_Transformed_fibroblasts,ENSG00000164440.10,Cells_Transformed_fibroblasts,-6172,LUMPY_DEL_159078,1.21595,2.46695e-07,3.41570994705882e-05,SV,NONCODING,SV,LUMPY_DEL_159078,3.29465e-23,50,0.174802,0.128275,0.303077,0.576758,5.75911e-24
ENSG00000164465.14|Adipose_Subcutaneous,ENSG00000164465.14,Adipose_Subcutaneous,5575,LUMPY_BND_158477_1,0.424513,0.00130917,0.0992521460056657,SV,NONCODING,SV,LUMPY_BND_158477_1,0.00224496,101,0.0933471,0.086063,0.17941,0.5203,0.000209561
ENSG00000164465.14|Lung,ENSG00000164465.14,Lung,23648,LUMPY_DUP_182555,0.523415,0.000142818,0.0136810959121622,SV,NONCODING,SV,LUMPY_DUP_182555,0.00592242,47,0.114287,0.083116,0.197403,0.578953,0.000676856
ENSG00000164465.14|Thyroid,ENSG00000164465.14,Thyroid,5575,LUMPY_BND_158477_1,0.627005,2.83402e-05,0.00388924315414634,SV,NONCODING,SV,LUMPY_BND_158477_1,0.0219953,12,0.136567,0.183134,0.319701,0.427171,0.00300383
ENSG00000164465.14|Whole_Blood,ENSG00000164465.14,Whole_Blood,5575,LUMPY_BND_158477_1,-0.389689,0.000313818,0.0228798350429448,SV,NONCODING,SV,LUMPY_BND_158477_1,3.87638e-07,101,0.00114762,0.215383,0.216531,0.00530004,4.44861e-10
ENSG00000164488.7|Artery_Tibial,ENSG00000164488.7,Artery_Tibial,-49711,LUMPY_BND_182661_1,1.15889,1.40188e-05,0.00203256299069767,SV,NONCODING,SV,LUMPY_BND_182661_1,0.968569,1,0.0929386,0.485211,0.57815,0.160752,0.0900174
ENSG00000164542.8|Skin_Sun_Exposed_Lower_leg,ENSG00000164542.8,Skin_Sun_Exposed_Lower_leg,17686,LUMPY_DEL_161321,-0.476108,0.000113373,0.0153704602871287,SV,NONCODING,SV,LUMPY_DEL_161321,0.00110435,23,0.12364,0.088935,0.212575,0.58163,0.000136542
ENSG00000164615.3|Artery_Tibial,ENSG00000164615.3,Artery_Tibial,-242648,LUMPY_BND_182042_1,0.503218,0.00137106,0.0912398293333333,SV,NONCODING,SV,LUMPY_BND_182042_1,0.0169828,17,0.128949,0.116846,0.245795,0.52462,0.00218992
ENSG00000164647.4|Esophagus_Mucosa,ENSG00000164647.4,Esophagus_Mucosa,26720,LUMPY_DEL_162635,-0.841498,7.65519e-12,5.44326537833333e-09,SV,NONCODING,SV,LUMPY_DEL_162635,0.0291725,4,,,,,
ENSG00000164663.9|Lung,ENSG00000164663.9,Lung,1711,LUMPY_DEL_156512,-0.435155,0.000424778,0.0318639687566138,SV,NONCODING,SV,LUMPY_DEL_156512,0.00324425,41,0.131602,0.218018,0.34962,0.376414,0.00042695
ENSG00000164669.8|Adipose_Subcutaneous,ENSG00000164669.8,Adipose_Subcutaneous,-187569,LUMPY_DEL_162055,-0.766714,0.000175605,0.0206120219736842,SV,NONCODING,SV,LUMPY_DEL_162055,7.73341e-06,101,0.00605825,0.234544,0.240602,0.0251795,4.68509e-08
ENSG00000164669.8|Skin_Sun_Exposed_Lower_leg,ENSG00000164669.8,Skin_Sun_Exposed_Lower_leg,-187569,LUMPY_DEL_162055,-0.947908,9.95493e-06,0.0021636961347619,SV,NONCODING,SV,LUMPY_DEL_162055,0.000333471,93,0.196722,0.016134,0.212856,0.924202,6.56011e-05
ENSG00000164818.11|Nerve_Tibial,ENSG00000164818.11,Nerve_Tibial,135035,LUMPY_DEL_160214,0.670808,0.000955105,0.0867311242384106,SV,NONCODING,SV,LUMPY_DEL_160214,0.00777512,23,0.0519824,0.393388,0.44537,0.116717,0.000404169
ENSG00000164849.7|Whole_Blood,ENSG00000164849.7,Whole_Blood,-4380,LUMPY_DEL_160223,0.428957,6.53675e-08,1.213792765625e-05,SV,NONCODING,SV,LUMPY_DEL_160223,0.00282941,71,0.127367,0.233316,0.360683,0.353127,0.000360373
ENSG00000164916.9|Cells_Transformed_fibroblasts,ENSG00000164916.9,Cells_Transformed_fibroblasts,124367,LUMPY_MEI_160395,1.31691,6.37354e-13,2.83057329283019e-10,SV,CODING,SV,LUMPY_MEI_160395,0.97336,1,0.320227,0.316094,0.636321,0.503248,0.311696
ENSG00000164978.13|Whole_Blood,ENSG00000164978.13,Whole_Blood,-160129,LUMPY_DUP_183806,0.535351,0.00122792,0.0664810992255125,SV,NONCODING,SV,LUMPY_DUP_183806,2.79768e-06,101,0.05795,0.408555,0.466505,0.124222,1.62126e-07
ENSG00000164985.10|Esophagus_Mucosa,ENSG00000164985.10,Esophagus_Mucosa,-372540,LUMPY_BND_91181_1,0.566894,0.000919916,0.0650497507403315,SV,NONCODING,SV,LUMPY_BND_91181_1,0.285414,1,0.0693446,0.248945,0.31829,0.217866,0.0197919
ENSG00000164989.11|Nerve_Tibial,ENSG00000164989.11,Nerve_Tibial,262414,LUMPY_DEL_169487,-0.421826,2.24723e-06,0.000669869951304348,SV,NONCODING,SV,LUMPY_DEL_169487,0.000171506,101,0.202182,0.364572,0.566754,0.356737,3.46754e-05
